note_id,comment_id,create_time,ip_location_y,content,user_id_y,nickname_y,sub_comment_count,like_count_y,processed,label_h
67849fed000000001703f8f3,6784a28d000000002200d4f2,2025/1/13 0:00,其他,还有一个refuge是避难所的意思所以小地瓜是tiktok refugee的refuge太好了 今天记了两个单词,578cadd65e87e7766f0c1584,It's a four,0,0,地瓜 单词,3
67850a95000000000900cfc4,67850b07000000001b036a2e,2025/1/13 0:00,中国,我服了一打开小红书就看到你这个,617e54cc0000000002021ad4,知性高知悍妇,2,866,打开 小红书,2
67850a95000000000900cfc4,67850cf6000000001a00e015,2025/1/13 0:00,其他,大美国德德,5b3e3dcae8ac2b5aa4715d93,Breezyy,22,82,美国 德德,3
67842492000000000b0333f5,678512e8000000002200a554,2025/1/13 12:06,中国,学点中文，才可以突破信息茧房和大数据,5b3216584eacab1dbf107ebb,童啦t,37,1364,中文 突破 信息 茧房 数据,1
6784f443000000000203ef6c,678520d50000000022004f5a,2025/1/13 14:53,其他,哇咔哇咔   姐妹们今天吃西餐了,5a1e98834eacab65c567cabb,阿贝贝,14,2,姐妹 西餐,1
678497970000000001000dab,6785258c000000002103fd29,2025/1/13 14:39,山东,多邻国万万没想到自己真正的对手是小红书,5c7de728000000001102fbad,爱手办的糯米糍,157,9,邻国 对手 红书,1
6784ea8d0000000018012de4,67852724000000001a039bdd,2025/1/13 14:53,中国,妈呀你也是毫不留情地甩了11页题给他们,60896c6f0000000001005794,我行,6,361,妈呀 页题,1
6784f443000000000203ef6c,67852cd8000000002200f7c4,2025/1/13 14:53,其他,有事去趟美国,5b4b52bdf7e8b9661c671bbd,机智羊驼修仙了,7,4,美国,3
67852b85000000000b01793e,6785368e000000002200a6da,2025/1/13 14:53,其他,来了宝子,5cf929230000000005035375,HannaYao9??,1,2,宝子,3
67853c93000000001a036b1f,678540520000000021030c03,2025/1/14 0:00,中国,我也是，但我们真应该抓住机会给他们安利Bob,65a647820000000008016086,按下快门暂存你的脸,3,6,抓住机会 安利,1
67853c93000000001a036b1f,6785405a000000001b03d686,2025/1/14 0:00,其他,给歪果仁推荐！,60b17d9c0000000001000c90,小羊Bonappetit 4.3不说话的爱,3,6073,果仁 推荐,1
6784ea8d0000000018012de4,6785476f000000002103d929,2025/1/13 17:40,其他,太多的单词我们在对话中并不真正使用，它们更多地用于学术论文和新闻中。英语是一门很难的语言！,6784520e000000000801eee9,Cara Simoneau,26,0,单词 对话 用于 学术论文 新闻 英语 语言,3
67853c93000000001a036b1f,678549f7000000001b01e553,2025/1/14 0:00,其他,又开始新的一波了   Come back Lay！,55caa3585894461b0bba18fc,萌兰（还你自由版）,0,132,一波,1
67853c93000000001a036b1f,67855306000000001b02c375,2025/1/14 0:00,其他,太可怕了 我甚至刷不出我的莲莲 大数据还我莲莲 我现在要手动搜才能看到,5cc9fcc5000000001002c08d,BeeMyHoney,3,43,刷不出 莲莲 数据 手动,2
67852b85000000000b01793e,67856b280000000020039e37,2025/1/13 20:26,中国,好像是美国封Tiktok，大概率来的是英语母语,59795c206a6a692990c44880,??Mélodie??金石水晶屋??,1,1,好像 美国 封大 概率 英语 母语,3
6785688b000000000b0356e6,67857598000000002101a63e,2025/1/13 20:20,浙江,你知道现在是中国的几点吗孩子,5f0ec294000000000101d4cf,nono,64,9882,中国 孩子,3
678536e90000000001001317,67858939000000001a00ccd8,2025/1/14 0:00,其他,我应在江湖悠悠 快哉快哉,65f544f2000000000500a95b,小颂,1,1586,江湖,3
678536e90000000001001317,678595c7000000001b01f75c,2025/1/14 0:00,中国,@一声 说实话 我也是德州的,657beef00000000020037a6c,速冻蛀牙,12,1065,德州,1
67852f830000000020016f1d,67859bb4000000002200f8ab,2025/1/13 23:13,其他,Hi,67850c7c000000000801cb1a,JOKER,1,33,,1
67853c93000000001a036b1f,6785a6c10000000022009a02,2025/1/14 0:00,其他,而我在一堆洋抖难民里刷到了你,5c426a72000000000502212c,momo,2,1204,难民 刷到,2
6785917b0000000017038ab4,6785a838000000002200ea69,2025/1/13 23:57,美国,阿波罗和露娜说嗨,6784f241000000000801d715,DarthQuinn97,242,1048,阿波罗 和露娜,1
678589f9000000001a035b40,6785abf4000000002103de98,2025/1/14 0:00,中国,你好，美女,67859df20000000008019397,罗成工作,0,7,美女,1
6785942a0000000001009967,6785b25f000000002103eacc,2025/1/14 0:00,其他,声明一下，是宝宝拿着手机自己发的，我是国人，宝宝是未名市的宝宝。  （我在搞抽象啊朋友们,60794ef90000000001009277,Jovienne,11,2334,声明 宝宝 手机 国人 宝宝 名市 宝宝 抽象 朋友,1
67857226000000000100b401,6785b3ee000000001b03c52d,2025/1/14 0:46,北京,支持！！！！！让她们看到！！！迫不及待吃西餐了,60eb16650000000001002712,不盈顷筐,19,11,支持 西餐,1
67854dcc000000001703a617,6785b7af0000000022007421,2025/1/14 2:00,其他,help！！！我的英文作业，怎么填写,5ef7c0cf000000000101e48d,大山,1428,8,英文 作业 填写,1
678510150000000001008569,6785babb0000000022004bd1,2025/1/14 1:15,美国,My cat ,678563030000000008018a70,lunaraeclipse,42,2234,,1
6785688b000000000b0356e6,6785c75c000000002200685c,2025/1/14 2:09,广西,来中国一定要喝这个，特别是晚上喝才行,62df9491000000001e01da4c,不吃麻辣烫,256,382,中国,1
6785cf60000000000203fd34,6785d2b6000000001b03eeae,2025/1/14 0:00,其他,Hi！！！,5890293350c4b41fe5025bb2,啊啊啊啊tiu,51,0,,1
678497970000000001000dab,6785def50000000022004131,2025/1/14 3:50,浙江,谢谢家人们的解释！！ '?',62c68eb1000000000303c26d,momo,163,1,谢谢 解释,1
6785be40000000000203f8de,6785e04f000000001b01d0de,2025/1/14 3:56,江苏,号练成了！,577b17b450c4b46c072915c3,Lshan Selwyn,22,0,练成,1
6785ca5600000000180135a7,6785e1b00000000022004113,2025/1/14 4:01,加拿大,我望希大家用使序乱文字，让们他译翻猜都到猜不,62a43c2c0000000021021540,Elsaaa,304,1,使序 文字,2
6785614a000000001703dc6e,6785e219000000002200041a,2025/1/14 0:00,其他,看起来像是会喜欢central cee的,5ae5c9cf11be101a3ab1d9d2,Hazelin00,1,118,像是 喜欢,
67856c14000000000800e463,6785e605000000001b037003,2025/1/14 0:00,其他,,5dccf010000000000100362d,lil nada,0,181,,
678546aa000000000800d7bd,6785e7d8000000002101b86b,2025/1/14 4:46,其他,各位，在小红书请说中文…中字就行,66aaf095000000001d0221df,Cnt_,2,6,小红书 中文 中字,
67852b85000000000b01793e,6785e87f00000000210331fd,2025/1/14 4:46,其他,不是洋抖行不行啊 quoi,617e14690000000002019bda,tuerleDimanche,1,15,行不行,
6785c879000000000b03a473,6785e89500000000220068f0,2025/1/14 0:00,其他,我也是，才做了四个多月，希望不要被禁,5a6c4a614eacab7df2128971,LemonJessie,6,69,希望,
67850a95000000000900cfc4,6785eefc000000001b038476,2025/1/14 0:00,其他,叽里咕噜说啥呢，给我拿两万块钱,62cd010c000000000e00f573,Circle,9,37,,
678589f9000000001a035b40,6785f1d6000000002200014e,2025/1/14 0:00,中国,welcome，我是中国抖音用户，听说很多难民来小红书了，特意下载了来玩玩，本来我都没下载过小红书。,6785ed10000000000803ff56,肉包,0,79,中国 用户 听说 难民 下载 了来 玩玩 下载 过小红,
6785c879000000000b03a473,6785f812000000001b034e1d,2025/1/14 0:00,中国,咱就是说  马上开小红书直播会不会依旧能卖,66470eed000000000d0271b7,麻妞,8,1145,马上开 小红书 直播 能卖,
6785942a0000000001009967,6785ff92000000001b039eba,2025/1/14 0:00,中国,哇！好可爱！,6554616b000000000202b8fa,再吃一碗就睡,1,41,可爱,
67850a95000000000900cfc4,6785ff98000000001a03b262,2025/1/14 0:00,中国,选的什么照片拉低博主颜值了,5c14ed410000000005021a2d,苹果垫脑w,3,3022,照片 拉低 博主 颜值,
67856c340000000001003c74,67860c78000000002200c6ea,2025/1/14 7:33,中国,兄弟姐妹们！来来来列好队，一起欢迎我们的外国朋友们,63ef75d8000000000f012705,无法无天,43,2,兄弟姐妹 来来来 外国 朋友,
6785ca5600000000180135a7,67860d60000000002103d727,2025/1/14 7:08,美国,是的，女孩，这是我们至少能做的。我看过一些美国视频，没有字幕，我认为这很不体贴！非常爱,67836aa10000000008019595,Sharise Misha,112,46,女孩 看过 美国 视频 字幕 体贴,
6785fd4f0000000018011acb,67860db6000000001a00ee22,2025/1/14 7:09,上海,这个《我心依然是中国心》会想到 某个直播唱“还想再活五百年的”爱豆,5cc6864800000000100074c0,B128星球居民,17,1177,我心 中国 心会 想到 直播 爱豆,
67860efb000000002002f275,678610f2000000001a03a72b,2025/1/14 0:00,中国,每个人都有使用自己语言的权利，应该构建工具去消除障碍。,5dbfccd40000000001004f96,静静wznmickey.com,4,3,语言 权利 构建 工具 消除 障碍,
